policy,trial,trial_success,keyframe,phase_success,duration_s,root_position_m,root_xy_m,root_orientation_rad,joint_mae_rad,joint_rmse_rad,joint_max_rad,object_position_m,object_orientation_rad,mean_body_position_m
model_101000.onnx,10,True,approach_box,True,4.417550000000281,0.13375192880630493,0.13331013917922974,0.06979762101874265,0.059535130858421326,0.07858151942491531,0.2440507560968399,,,0.1439327895641327
model_101000.onnx,10,True,stand_before_pick_box,True,1.0002000000001843,0.030390406027436256,0.027764566242694855,0.04959862617574382,0.06490858644247055,0.08462037146091461,0.24397143721580505,0.038673803210258484,0.0,0.043605122715234756
model_101000.onnx,10,True,crouch_to_pick_box,True,1.7336799999997066,0.10188879072666168,0.1018887460231781,0.047861172548988064,0.08386510610580444,0.11513404548168182,0.3492598235607147,0.04074592985315013,4.6439057062723e-06,0.09674001485109329
model_101000.onnx,10,True,stand_after_pick_box,True,2.2337799999992214,0.10021432489156723,0.09873421490192413,0.056352839201792466,0.09445654600858688,0.11497665196657181,0.31483373045921326,0.051762830614878824,0.709736267358022,0.11049015074968338
model_101000.onnx,10,True,stand_before_place_box,True,4.634259999998404,0.0422280877828598,0.03966078907251358,0.029956228048367763,0.08139751851558685,0.1019585132598877,0.287313848733902,0.10105165153224055,0.6374562224958934,0.053771354258060455
model_101000.onnx,10,True,crouch_to_place_box,True,1.767020000001267,0.0670032799243927,0.06637819111347198,0.05000170405646692,0.08623740077018738,0.11683882772922516,0.35402700304985046,0.1871485098357135,0.08816911711124883,0.06606055796146393
model_101000.onnx,10,True,stand_after_place_box,True,1.6836700000012073,0.029862593859434128,0.025546764954924583,0.0491434589015502,0.05623998865485191,0.07755599170923233,0.2422180026769638,0.1867086525219379,0.08816911711124883,0.04151102527976036
model_29000_uniform.onnx,1,True,approach_box,True,5.167700000000419,0.040622226893901825,0.03379610553383827,0.027508357012784576,0.07820305973291397,0.09867087751626968,0.24901890754699707,,,0.06051784008741379
model_29000_uniform.onnx,1,True,stand_before_pick_box,True,1.0002000000000955,0.047492559999227524,0.04470652714371681,0.07190929883221567,0.0776568204164505,0.10646332800388336,0.2639894187450409,0.038673803210258484,0.0,0.06896693259477615
model_29000_uniform.onnx,1,True,crouch_to_pick_box,True,1.8336999999993608,0.07882798463106155,0.07880830764770508,0.04068476737873748,0.09668166190385818,0.13362915813922882,0.3522927463054657,0.04075749414098551,0.00017984060512592255,0.07658127695322037
model_29000_uniform.onnx,1,True,stand_after_pick_box,True,1.9837299999993085,0.09683191776275635,0.0957203358411789,0.034779228895487055,0.07833783328533173,0.10858862847089767,0.37076351046562195,0.0874192821928032,0.7808151424330334,0.11205810308456421
model_29000_uniform.onnx,1,True,stand_before_place_box,True,4.017469999998601,0.18623726069927216,0.18584784865379333,0.13966049239705638,0.07897849380970001,0.10140030831098557,0.3072611391544342,0.17401617928423227,0.8651460413438318,0.20884422957897186
model_29000_uniform.onnx,1,True,crouch_to_place_box,True,1.9170500000013746,0.17397409677505493,0.17334245145320892,0.045808325537906626,0.09988538175821304,0.1344718635082245,0.3599499464035034,0.09439291056720861,0.1700644427502222,0.1616481989622116
